[00:00:11] [Server thread/WARN]: A11y_UwU moved wrongly!
[00:04:33] [Server thread/WARN]: A11y_UwU moved too quickly! -3.699397040389231,8.867098785230667,15.431827979388544
[00:05:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Air'/131118, l='ServerLevel[world]', x=-462.17, y=76.00, z=287.75]
[00:33:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141978, l='ServerLevel[world]', x=-94.35, y=118.69, z=-285.71]
[00:33:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/141979, l='ServerLevel[world]', x=-93.48, y=114.29, z=-283.57]
[00:33:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141980, l='ServerLevel[world]', x=-94.72, y=115.35, z=-284.64]
[00:33:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141981, l='ServerLevel[world]', x=-94.74, y=115.26, z=-283.43]
[00:33:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/142050, l='ServerLevel[world]', x=-92.58, y=112.68, z=-279.71]
[00:33:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/142053, l='ServerLevel[world]', x=-95.42, y=114.48, z=-277.59]
[00:33:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/142056, l='ServerLevel[world]', x=-94.34, y=113.63, z=-283.56]
[00:33:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/142057, l='ServerLevel[world]', x=-89.35, y=113.63, z=-286.57]
[00:33:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/142061, l='ServerLevel[world]', x=-95.63, y=120.59, z=-289.37]
[00:33:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/142064, l='ServerLevel[world]', x=-96.53, y=115.46, z=-289.48]
[00:36:08] [Server thread/INFO]: One[local] logged in with entity id 142851 at (-60.56685244049234, 112.0, -278.68978343515096)
[00:36:08] [Server thread/INFO]: One joined the game
[00:36:42] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143059, l='ServerLevel[world]', x=-96.44, y=113.59, z=-272.26]
[00:36:42] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143059, l='ServerLevel[world]', x=-96.44, y=113.59, z=-272.26]
[00:36:42] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143072, l='ServerLevel[world]', x=-96.33, y=114.27, z=-278.69]
[00:36:42] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143072, l='ServerLevel[world]', x=-96.33, y=114.27, z=-278.69]
[00:36:42] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143084, l='ServerLevel[world]', x=-94.71, y=122.39, z=-290.69]
[00:36:42] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143084, l='ServerLevel[world]', x=-94.71, y=122.39, z=-290.69]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143191, l='ServerLevel[world]', x=-97.65, y=118.67, z=-264.45]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143191, l='ServerLevel[world]', x=-97.65, y=118.67, z=-264.45]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/143194, l='ServerLevel[world]', x=-97.55, y=116.38, z=-270.43]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/143194, l='ServerLevel[world]', x=-97.55, y=116.38, z=-270.43]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143195, l='ServerLevel[world]', x=-97.71, y=118.46, z=-273.72]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143195, l='ServerLevel[world]', x=-97.71, y=118.46, z=-273.72]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143206, l='ServerLevel[world]', x=-98.35, y=116.45, z=-277.33]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143206, l='ServerLevel[world]', x=-98.35, y=116.45, z=-277.33]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143209, l='ServerLevel[world]', x=-97.36, y=120.61, z=-279.65]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143209, l='ServerLevel[world]', x=-97.36, y=120.61, z=-279.65]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Nether Quartz'/143213, l='ServerLevel[world]', x=-97.32, y=117.61, z=-285.59]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Nether Quartz'/143213, l='ServerLevel[world]', x=-97.32, y=117.61, z=-285.59]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143214, l='ServerLevel[world]', x=-97.29, y=115.45, z=-284.74]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143214, l='ServerLevel[world]', x=-97.29, y=115.45, z=-284.74]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143217, l='ServerLevel[world]', x=-98.40, y=119.42, z=-289.38]
[00:37:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143217, l='ServerLevel[world]', x=-98.40, y=119.42, z=-289.38]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143268, l='ServerLevel[world]', x=-98.69, y=120.27, z=-267.47]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143268, l='ServerLevel[world]', x=-98.69, y=120.27, z=-267.47]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/143269, l='ServerLevel[world]', x=-98.44, y=115.70, z=-271.38]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/143269, l='ServerLevel[world]', x=-98.44, y=115.70, z=-271.38]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143272, l='ServerLevel[world]', x=-99.48, y=117.27, z=-266.69]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143272, l='ServerLevel[world]', x=-99.48, y=117.27, z=-266.69]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143283, l='ServerLevel[world]', x=-98.26, y=114.62, z=-277.72]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143283, l='ServerLevel[world]', x=-98.26, y=114.62, z=-277.72]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143289, l='ServerLevel[world]', x=-98.60, y=115.62, z=-284.73]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143289, l='ServerLevel[world]', x=-98.60, y=115.62, z=-284.73]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143292, l='ServerLevel[world]', x=-98.37, y=118.61, z=-289.35]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143292, l='ServerLevel[world]', x=-98.37, y=118.61, z=-289.35]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143294, l='ServerLevel[world]', x=-99.69, y=115.53, z=-290.69]
[00:37:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143294, l='ServerLevel[world]', x=-99.69, y=115.53, z=-290.69]
[00:37:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143353, l='ServerLevel[world]', x=-99.34, y=113.50, z=-273.46]
[00:37:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143353, l='ServerLevel[world]', x=-99.34, y=113.50, z=-273.46]
[00:37:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143355, l='ServerLevel[world]', x=-100.47, y=117.48, z=-271.73]
[00:37:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143355, l='ServerLevel[world]', x=-100.47, y=117.48, z=-271.73]
[00:37:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143370, l='ServerLevel[world]', x=-99.48, y=114.53, z=-284.46]
[00:37:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143370, l='ServerLevel[world]', x=-99.48, y=114.53, z=-284.46]
[00:37:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143375, l='ServerLevel[world]', x=-99.52, y=116.72, z=-289.40]
[00:37:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143375, l='ServerLevel[world]', x=-99.52, y=116.72, z=-289.40]
[00:37:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143377, l='ServerLevel[world]', x=-95.38, y=123.48, z=-290.33]
[00:37:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143377, l='ServerLevel[world]', x=-95.38, y=123.48, z=-290.33]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143416, l='ServerLevel[world]', x=-101.45, y=118.43, z=-272.67]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143416, l='ServerLevel[world]', x=-101.45, y=118.43, z=-272.67]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143418, l='ServerLevel[world]', x=-100.36, y=114.58, z=-271.43]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143418, l='ServerLevel[world]', x=-100.36, y=114.58, z=-271.43]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143420, l='ServerLevel[world]', x=-100.62, y=116.28, z=-266.55]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143420, l='ServerLevel[world]', x=-100.62, y=116.28, z=-266.55]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143421, l='ServerLevel[world]', x=-99.45, y=121.35, z=-272.25]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143421, l='ServerLevel[world]', x=-99.45, y=121.35, z=-272.25]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143432, l='ServerLevel[world]', x=-100.32, y=116.74, z=-280.42]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143432, l='ServerLevel[world]', x=-100.32, y=116.74, z=-280.42]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143433, l='ServerLevel[world]', x=-101.44, y=117.38, z=-277.70]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143433, l='ServerLevel[world]', x=-101.44, y=117.38, z=-277.70]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143434, l='ServerLevel[world]', x=-99.54, y=120.73, z=-284.32]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143434, l='ServerLevel[world]', x=-99.54, y=120.73, z=-284.32]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143435, l='ServerLevel[world]', x=-99.68, y=112.39, z=-284.33]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143435, l='ServerLevel[world]', x=-99.68, y=112.39, z=-284.33]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143437, l='ServerLevel[world]', x=-98.45, y=112.51, z=-285.27]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143437, l='ServerLevel[world]', x=-98.45, y=112.51, z=-285.27]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143438, l='ServerLevel[world]', x=-99.67, y=113.32, z=-285.71]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143438, l='ServerLevel[world]', x=-99.67, y=113.32, z=-285.71]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143440, l='ServerLevel[world]', x=-97.31, y=122.27, z=-291.63]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143440, l='ServerLevel[world]', x=-97.31, y=122.27, z=-291.63]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143442, l='ServerLevel[world]', x=-100.50, y=116.34, z=-292.57]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143442, l='ServerLevel[world]', x=-100.50, y=116.34, z=-292.57]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143444, l='ServerLevel[world]', x=-101.32, y=119.44, z=-289.50]
[00:37:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143444, l='ServerLevel[world]', x=-101.32, y=119.44, z=-289.50]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143491, l='ServerLevel[world]', x=-102.61, y=118.71, z=-271.67]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143491, l='ServerLevel[world]', x=-102.61, y=118.71, z=-271.67]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143492, l='ServerLevel[world]', x=-102.28, y=116.47, z=-267.68]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143492, l='ServerLevel[world]', x=-102.28, y=116.47, z=-267.68]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143501, l='ServerLevel[world]', x=-101.71, y=115.49, z=-277.36]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143501, l='ServerLevel[world]', x=-101.71, y=115.49, z=-277.36]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143503, l='ServerLevel[world]', x=-102.54, y=118.54, z=-277.27]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143503, l='ServerLevel[world]', x=-102.54, y=118.54, z=-277.27]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143506, l='ServerLevel[world]', x=-97.57, y=123.66, z=-284.60]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143506, l='ServerLevel[world]', x=-97.57, y=123.66, z=-284.60]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143507, l='ServerLevel[world]', x=-100.47, y=121.53, z=-283.52]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143507, l='ServerLevel[world]', x=-100.47, y=121.53, z=-283.52]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143509, l='ServerLevel[world]', x=-102.27, y=117.44, z=-283.75]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143509, l='ServerLevel[world]', x=-102.27, y=117.44, z=-283.75]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143514, l='ServerLevel[world]', x=-96.41, y=111.44, z=-290.45]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143514, l='ServerLevel[world]', x=-96.41, y=111.44, z=-290.45]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143515, l='ServerLevel[world]', x=-102.71, y=117.32, z=-291.43]
[00:37:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143515, l='ServerLevel[world]', x=-102.71, y=117.32, z=-291.43]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143558, l='ServerLevel[world]', x=-102.60, y=115.52, z=-271.74]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143558, l='ServerLevel[world]', x=-102.60, y=115.52, z=-271.74]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143563, l='ServerLevel[world]', x=-102.57, y=115.51, z=-265.61]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143563, l='ServerLevel[world]', x=-102.57, y=115.51, z=-265.61]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143572, l='ServerLevel[world]', x=-99.31, y=111.56, z=-278.41]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143572, l='ServerLevel[world]', x=-99.31, y=111.56, z=-278.41]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143575, l='ServerLevel[world]', x=-99.36, y=122.44, z=-278.46]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143575, l='ServerLevel[world]', x=-99.36, y=122.44, z=-278.46]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143585, l='ServerLevel[world]', x=-102.57, y=116.44, z=-290.33]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143585, l='ServerLevel[world]', x=-102.57, y=116.44, z=-290.33]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/143586, l='ServerLevel[world]', x=-102.69, y=116.39, z=-288.57]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/143586, l='ServerLevel[world]', x=-102.69, y=116.39, z=-288.57]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143587, l='ServerLevel[world]', x=-102.49, y=113.54, z=-290.43]
[00:37:33] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143587, l='ServerLevel[world]', x=-102.49, y=113.54, z=-290.43]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143627, l='ServerLevel[world]', x=-103.73, y=118.42, z=-265.40]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143627, l='ServerLevel[world]', x=-103.73, y=118.42, z=-265.40]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143629, l='ServerLevel[world]', x=-101.57, y=112.50, z=-267.46]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143629, l='ServerLevel[world]', x=-101.57, y=112.50, z=-267.46]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143630, l='ServerLevel[world]', x=-103.71, y=115.73, z=-273.26]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143630, l='ServerLevel[world]', x=-103.71, y=115.73, z=-273.26]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143631, l='ServerLevel[world]', x=-103.57, y=120.31, z=-272.34]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143631, l='ServerLevel[world]', x=-103.57, y=120.31, z=-272.34]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143640, l='ServerLevel[world]', x=-103.64, y=120.59, z=-279.28]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143640, l='ServerLevel[world]', x=-103.64, y=120.59, z=-279.28]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143645, l='ServerLevel[world]', x=-103.46, y=114.37, z=-285.52]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143645, l='ServerLevel[world]', x=-103.46, y=114.37, z=-285.52]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/143647, l='ServerLevel[world]', x=-103.55, y=116.58, z=-285.39]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/143647, l='ServerLevel[world]', x=-103.55, y=116.58, z=-285.39]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143654, l='ServerLevel[world]', x=-103.74, y=118.57, z=-291.32]
[00:37:39] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143654, l='ServerLevel[world]', x=-103.74, y=118.57, z=-291.32]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143700, l='ServerLevel[world]', x=-104.61, y=120.46, z=-266.72]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143700, l='ServerLevel[world]', x=-104.61, y=120.46, z=-266.72]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143703, l='ServerLevel[world]', x=-104.63, y=120.65, z=-272.42]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143703, l='ServerLevel[world]', x=-104.63, y=120.65, z=-272.42]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143705, l='ServerLevel[world]', x=-104.75, y=114.67, z=-271.37]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143705, l='ServerLevel[world]', x=-104.75, y=114.67, z=-271.37]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143717, l='ServerLevel[world]', x=-105.33, y=115.72, z=-277.42]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143717, l='ServerLevel[world]', x=-105.33, y=115.72, z=-277.42]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143719, l='ServerLevel[world]', x=-105.27, y=118.44, z=-283.52]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143719, l='ServerLevel[world]', x=-105.27, y=118.44, z=-283.52]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/143722, l='ServerLevel[world]', x=-103.52, y=115.60, z=-285.31]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/143722, l='ServerLevel[world]', x=-103.52, y=115.60, z=-285.31]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143723, l='ServerLevel[world]', x=-105.48, y=117.62, z=-284.40]
[00:37:45] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143723, l='ServerLevel[world]', x=-105.48, y=117.62, z=-284.40]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143777, l='ServerLevel[world]', x=-104.73, y=121.66, z=-266.39]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143777, l='ServerLevel[world]', x=-104.73, y=121.66, z=-266.39]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143778, l='ServerLevel[world]', x=-105.69, y=118.58, z=-271.45]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143778, l='ServerLevel[world]', x=-105.69, y=118.58, z=-271.45]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143788, l='ServerLevel[world]', x=-106.28, y=115.25, z=-278.43]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143788, l='ServerLevel[world]', x=-106.28, y=115.25, z=-278.43]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143789, l='ServerLevel[world]', x=-106.66, y=116.68, z=-278.55]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143789, l='ServerLevel[world]', x=-106.66, y=116.68, z=-278.55]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143794, l='ServerLevel[world]', x=-105.43, y=115.31, z=-285.69]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143794, l='ServerLevel[world]', x=-105.43, y=115.31, z=-285.69]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143796, l='ServerLevel[world]', x=-105.34, y=118.33, z=-284.49]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143796, l='ServerLevel[world]', x=-105.34, y=118.33, z=-284.49]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143798, l='ServerLevel[world]', x=-106.55, y=116.43, z=-290.74]
[00:37:51] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143798, l='ServerLevel[world]', x=-106.55, y=116.43, z=-290.74]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143847, l='ServerLevel[world]', x=-106.73, y=121.38, z=-272.26]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143847, l='ServerLevel[world]', x=-106.73, y=121.38, z=-272.26]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143848, l='ServerLevel[world]', x=-106.28, y=118.48, z=-273.43]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143848, l='ServerLevel[world]', x=-106.28, y=118.48, z=-273.43]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143858, l='ServerLevel[world]', x=-107.30, y=117.29, z=-279.32]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143858, l='ServerLevel[world]', x=-107.30, y=117.29, z=-279.32]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143859, l='ServerLevel[world]', x=-106.69, y=119.64, z=-277.56]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143859, l='ServerLevel[world]', x=-106.69, y=119.64, z=-277.56]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143861, l='ServerLevel[world]', x=-107.44, y=116.73, z=-277.49]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143861, l='ServerLevel[world]', x=-107.44, y=116.73, z=-277.49]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143863, l='ServerLevel[world]', x=-106.54, y=120.50, z=-284.58]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143863, l='ServerLevel[world]', x=-106.54, y=120.50, z=-284.58]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143864, l='ServerLevel[world]', x=-104.34, y=122.44, z=-284.28]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143864, l='ServerLevel[world]', x=-104.34, y=122.44, z=-284.28]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143865, l='ServerLevel[world]', x=-106.45, y=116.56, z=-284.39]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143865, l='ServerLevel[world]', x=-106.45, y=116.56, z=-284.39]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143869, l='ServerLevel[world]', x=-106.48, y=121.58, z=-290.26]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143869, l='ServerLevel[world]', x=-106.48, y=121.58, z=-290.26]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143870, l='ServerLevel[world]', x=-107.25, y=118.41, z=-289.56]
[00:37:57] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143870, l='ServerLevel[world]', x=-107.25, y=118.41, z=-289.56]
